Name,Food Source,Sample Size ,Biological Sample , Analytic Procedure  ,Literature name 
 1-Deoxy-sorbitol ," Apple, Fruit sum, Fruit juices ", - , - , - , PMC6134285 
" 1-dihomo-linolenylglycerol (alpha, gamma) ", - , - , - , - , PMC4455235 
 1-Docosahexaenoylglycero-phosphocholine , Fish (excluding shellfish) , - , - , - , ID1115 
 1-Docosahexaenoylglycero-phosphocholine ," Seafood, Fish ", - , - , - , ID927 
 1-docosahexaenoylglycerol , - , - , - , - , PMC4455235 
 1-Docosahexaenoylglycerol , Seafood and plant protein , - , - , - , ID490 
 1-docosahexaenoylglycerol , Dark Fish; Total Fish , - , - , - , ID958 
 1-Docosahexaenoylglycerol , Fish , - , - , - , ID538 
 1-Docosahexaenoylglycerophosphocholine , Seafood and plant protein foods , - , Serum , - , ID490 
 1-Docosahexaenoylglycerophosphocholine , Animal protein , - , - , - , PMC10257224 
 1-Docosahexaenoylglycerophosphocholine , Fish , - , - , - , PMC10940775 
 1-Docosahexaenoylglycerophosphocholine , Total and oily fish , - ," Fasted serum/plasma, nonfasted serum ", - , PMC11317775 
 1-Docosahexaenoylglycerophosphoethanolamine , Fish , - , - , - , PMC10940775 
 1-dodecanol , Non-alcoholic beverages sum ,97, Urine , - , ID1022 
 1-Eicosanol , Sugarcane rind , - , - , LC-MS/MS-based lipidomics , PMC9480494 
 1-Eicosatrienoylglycerophosphocholine , Fish , - , - , - , PMC10940775 
 1-eicosatrienoylglycerophosphocholine , Seafood , - , - , - , PMC4927065 
 1-Heptadecanoyl-sn-glycero-3-phosphocholine , - , - , - , - , PMC10778572 
 1-Heptanol , Soybean meal yogurt , - , - , Volatile Flavor Compounds Analysis , ID3789 
" 1-Hexanol, 2-ethyl- ", Hazelnuts , - , - , - , ID3750 
 1-Hexanol , Hazelnuts , - , - , - , ID3750 
 1-Hexanol , Plant-based yogurt , - , - , - , ID3789 
 1-Hydroxy-2-butanone ," Berries, soy, milk products ", - , - , - , ID1278 
 1-hydroxy-3-methyl-2-butanone , - , - , - , - , ID2084 
 1-Hydroxypyrene glucuronide , Meat , - , - , - , ID971 
 1-hydroxypyrene , - , - , Urine , - , ID5562 
 1-indanol , - , - , - , - , ID2311 
 1-linolenoyl-GPC , - , 15 participants , Blood , - , ID2963 
 1-Linolenoyl-rac-glycerol-diglucoside , Sugarcane rind , - , - , - , PMC9480494 
 1-linolenoyl-sn-glycero-3-phosphocholine , - , - , Serum , - , PMC6790579 
 1-linolenoylglycerol , - , - , - , - , PMC4455235 
 1-linoleoyl-2-linolenoyl-GPC , wine , - , plasma ," LC-MS/MS, UPLC-MS/MS ", PMC10673339 
 1-linoleoyl-2-oleoylglycerol , - , - , Plasma , - , ID5561 
 1-linoleoyl-GPC , - , - , - , - , PMC5621665b 
 1-linoleoyl-GPE , Wine , - , Plasma ," LC-MS/MS, UPLC-MS/MS ", PMC10673339 
 1-Linoleoyl-sn-glycerol-diglucoside , sugarcane rind , - , - , LC-MS/MS , PMC9480494 
 1-Linoleoylglycerol , Ratio of unsaturated to saturated fat , - , Serum (fasting) , - , ID490 
 1-linoleoylglycerol , - , - , - , - , PMC4455235 
 1-linoleoylglycerol , rice bran , - , - , - , PMC10136752 
" 1-Linoleoylglycerol-2,3-di-O-glucoside ", Sugarcane rind , - , - , - , PMC9480494 
 1-Linoleoylglycerol , - , - , - , - , PMC9480494 
 1-Linoleoylglycerophosphocholine , Ratio of unsaturated to saturated fat (HEI-2010) , - , - , - , ID490 
 1-linoleoylglycerophosphocholine , - , - , - , - , PMC4455235 
 1-Linoleoylglycerophosphoethanolamine , Animal protein , - , - , - , PMC10257224 
 1-linoleoylglycerophosphoethanolamine , - , 6 samples , Fecal , - , PMC4455235 
 1-linoleoylglycerophosphoethanolamine , Fish and seafood , - , - , - , PMC4927065 
 1-Linoleoylglycerophosphoinositol ," Polyunsaturated fats, Unsaturated fat to saturated fat ratio, Limit solid fats and added sugars ", - , Fasting baseline serum , - , ID490 
 1-linoleoylglycerophosphoinositol , - , - , - , - , PMC4455235 
 1-margaroylglycerophosphocholine , - , - , Fecal , - , PMC4455235 
 1-methoxyindole-3-carbaldehyde , Brassicaceae microgreens , - , - , - , ID3535 
 1-methyl histidine , animal-based protein , - , Plasma , - , ID2948 
 1-Methyl histidine ," Meat, Poultry/Fish ", - , Urine , HILIC chromatography , ID769 
 1-Methyl-2-nonyl-4(1H)-quinolinone , - , - , - , - , ID4579 
 1-methyl-3-pyridiniumcarboxylic acid , - , - ," Plasma, Urine "," Untargeted metabolomics (OL1, OL2b) ", PMC9343475 
 1-methyl-4-(1-methyl-2-propenyl)-benzene , wine , - , plasma; urine ," LC-MS/MS, UPLC-MS/MS; UPLC-QTOF-MS ", PMC10673339 
 1-methyl-4-imidazoleacetate , - , - , Stool , - , PMC10927265 
 1-methyl-histidine , Green Tea , - , - , - , ID2311 
 1-Methyl-L-His , - , - , Plasma , - , ID4667 
 1-methyladenine , - , - , - , - , PMC5621665d 
 1-Methyladenosine , - , - , - , - , ID2311 
 1-methylguanosine , - , - , - , UPLC-Triple-TOF-MS , ID2311 
 1-methylguanosine , - , - , Urine , - , PMC11600117b 
 1-methylhistamine , UPF intake , - , Urine , - , PMC11600117 
 1-methylhistamine , - , - , - , - , PMC5621665d 
 1-Methylhistidine , meat , - , - , - , ID2291 
 1-methylhistidine ," meat, beef ", - ," Urine, Plasma ", - , PMC6937850c 
 1-methylhistidine ," meat (red meat, chicken), fish, salmon, animal protein ", - , - , - , ID1001 
 1-methylhistidine ," animal protein, red meat, poultry, fish, total meat ", - , Urine , - , ID1145 
 1-methylhistidine , chicken , - , Plasma (fasting) , AbsoluteIDQ p180 Kit , ID2074 
 1-Methylhistidine , High-meat diet , - , - , - , ID3533 
 1-Methylhistidine , high-meat diet , - , Urine , \(^1H\) NMR , ID4751 
 1-Methylhistidine , red meat and poultry , - , Urine , - , ID494 
 1-Methylhistidine , Meat and oily fish , - , Urine , - , ID5472 
 1-methylhistidine , salmon , - , Urine , - , ID5494 
 1-methylhistidine , - , - , - , - , ID854 
 1-methylhistidine , red meat , 17 male adults , Urine (24 hr) , IEC (Ion-exchange chromatography) , ID879 
 1-Methylhistidine ," Meat (omnivore diet), Red meat ", - ," Urine, Plasma "," 1H NMR, UHPLC-MS/MS ", ID900 
 1-methylhistidine , Chicken , - , - , - , ID904 
 1-Methylhistidine , Red meat , - , Fasting urine; Postprandial urine ," FIE-FTICR-MS; FIE-FTICR-MS, NMR; LC-ESI-qTOF, LTQ-Orbitrap ", ID917 
 1-Methylhistidine ," Meat, Animal products (total), Meat and fish, Meat protein diet, Omnivorous diet ", - , - , - , ID971 
 1-methylhistidine , red meat , - , Urine (24hr) , Targeted metabolic analyses , ID986 
 1-methylhistidine , ACNs from mixed dishes , - , Plasma , Targeted metabolomics , PMC10005166 
 1-Methylhistidine , Meat , - , Urine , UHPLC-MS/MS , PMC10146414 
 1-methylhistidine , wine , - , urine ," GC-MS, LC-MS/MS, H-NMR ", PMC10673339 
 1-Methylhistidine , meat , - , - , - , PMC3581614 
 1-methylhistidine , - , - , - , - , PMC5621665d 
 1-methylhistidine , meat , - , Urine , - , PMC5975465 
 1-Methylhistidine , - , - , Plasma; Urine , - , PMC6937850b 
 1-methylhistidine , meat , - , Plasma , - , PMC8033144 
 1-methylhistidine ," cod, salmon, animal protein ", - , Plasma , Liquid chromatography combined with tandem mass spectrometry , PMC9899720 
 1-methylimidazoleacetate , - , - , Fecal , - , PMC4455235 
 1-methylimidazoleacetate , - , - , - , - , PMC5621665d 
 1-methylnicotinamide , Fish , - , - , - , PMC11261406 
 1-Methylnicotinamide , - , - , - , - , ID537 
 1-methylnicotinamide , - , - , - , - , PMC10136752 
 1-methylnicotinamide , polished rice (OsSPL3.OEs) , - , polished rice , - , PMC10733476 
 1-methylnicotinamide , - , - , Plasma , - , PMC11600117b 
 1-methylnicotinamide , - , - , - , - , PMC5621665b 
 1-methylnicotinamide , - , - , Urine , - , PMC5621665d 
 1-methylsulfinylbutenyl isothiocyanate , - , - , - , - , ID3535 
 1-Methylurate , Caffeinated coffee , - , Urine , LC-MS , ID1186 
 1-methylurate , Caffeinated coffee , - ," Serum, urine ", - , ID958 
 1-methylurate , - , - , Urine , - , PMC11600117b 
 1-methyluric acid ," Coffee, Cocoa ", - , - , - , ID900 
 1-Methyluric acid , - , - , - , - , PMC11475530b 
 1-Methylxanthine , Coffee , - , - , - , ID1115 
 1-Methylxanthine , caffeinated coffee , - ," serum, urine ", LC-MS , ID1186 
 1-methylxanthine , Cocoa , - , - , - , ID2022 
 1-methylxanthine , Coffee , - , Serum; Urine , UPLC-MS/MS; UPLC-qTOF-MS , ID900 
 1-Methylxanthine , Red meat ,2047, Serum , Targeted metabolomics , ID917 
 1-Methylxanthine , Coffee , - ," Blood, Urine ", - , ID927 
 1-methylxanthine , Caffeinated coffee , - ," serum, urine ", - , ID958 
 1-Methylxanthine , - , - , - , - , PMC11475530 
 1-Methylxanthine , - , - , - , - , PMC11475530b 
 1-methylxanthine , - , - ," Urine, Plasma ", - , PMC11600117b 
 1-methylxanthine , Coffee , - , Blood , - , PMC4927065 
 1-methylxanthine , Coffee , - , - , - , PMC5728065 
 1-methylxanthine , - , - ," Plasma, Urine ", Untargeted metabolomics (Positive/Negative Mode) , PMC9343475 
 1-Monoacylglycerols ," DO, MO, DO:MO ", - , - , - , ID5042 
 1-Monoolein , - , - , - , - , ID5042 
 1-Myristoleoylglycerophosphocholine (14:1) , - , - , Fasting baseline serum , - , ID490 
 1-myristoyl-2-palmitoyl-GPC , - , - , - , - , PMC5621665b 
 1-myristoyl-2-palmitoyl-GPC , wine , - , plasma ," LC-MS/MS, UPLC-MS/MS ", PMC10673339 
 1-Myristoylglycerol , Ratio of unsaturated to saturated fat , - , - , - , ID490 
 1-myristoylglycerol , - , - , - , - , PMC4455235 
 1-myristoylglycerol , Cowpea , - , - , - , PMC5998778 
 1-myristoylglycerophosphoethanolamine , - , - , - , - , PMC4455235 
 1-Nonanol , Soybean meal yogurt , - , - , - , ID3789 
 1-O-Caffeoyl-(6-O-glucosyl)-beta-D-glucose , - , - , - , - , PMC11031806 
 1-O-Caffeoyl-3-O-p-coumaroylglycerol , - , - , - , - , PMC9480494 
 1-O-Caffeoyl-beta-D-glucose , QYC pakchoi , - , - , - , PMC11031806 
 1-O-Feruloyl-3-O-caffeoylglycerol , - , - , - , - , PMC9480494 
 1-O-Feruloyl-beta-D-glucose , QYC pakchoi , - , - , - , PMC11031806 
 1-O-Galloyl-2-O-p-Coumaroyl-beta-D-glucose , Orange (variety 20S530) , - , - , - , ID2301 
 1-O-p-Coumaroyl-beta-D-glucose , QYC pakchoi , - , - , - , PMC11031806 
 1-O-Sinapoyl-beta-D-glucose , 'QYC' pakchoi cultivar , - , - , - , PMC11031806 
 1-Octanol , - , - , - , GC×GC-MS/FID , ID3750 
 1-Octanol , Soybean meal yogurt (C group) , - , - , - , ID3789 
 1-octen-3-ol , soybean meal yogurt , - , - , - , ID3789 
 1-Octen-3-one , Soybean meal yogurt (SMY) , - , - , - , ID3789 
 1-oleoyl-2-docosahexaenoyl-GPC , wine , - , plasma ," LC-MS/MS, UPLC-MS/MS ", PMC10673339 
 1-oleoyl-2-linoleoyl-GPC , - , - , - , - , PMC5621665b 
 1-oleoyl-GPC , - , - , - , - , PMC10262995 
 1-oleoyl-GPC , - , - , Serum , - , PMC10262995b 
 1-oleoyl-GPE , - , - , - , - , ID2963 
 1-Oleoyl-Sn-Glycerol , Sugarcane rind , - , - , - , PMC9480494 
 1-oleoylglycerol , - , - , - , - , PMC4455235 
 1-oleoylglycerol , rice bran , - , - , - , PMC10136752 
 1-oleoylglycerophosphocholine (18:1) , - , - , - , - , PMC11634715 
 1-oleoylglycerophosphocholine (18:1) , - , - , - , - , PMC4455235 
 1-oleoylglycerophosphoethanolamine , - , - , - , - , PMC4455235 
 1-oleoylglycerophosphoethanolamine , Seafood , - , - , - , PMC4927065 
 1-oleoylglycerophosphoglycerol , - , - , - , - , PMC4455235 
 1-Oleoylglycerophosphoinositol , - , - , Fasting baseline serum , - , ID490 
 1-oleoylglycerophosphoinositol , - , - , - , - , PMC4455235 
 1-oleoylplasmenylethanolamine , - , - , Fecal , - , PMC4455235 
 1-Palmitoleoylglycerophosphoethanolamine , - , - , - , - , ID490 
 1-Palmitoleoylglycerophosphoinositol , - , - , - , - , ID490 
 1-palmitoyl-2-arachidonoyl-GPC ," fish, milk fat, eggs ", - , - , - , PMC11419218 
 1-palmitoyl-2-dihomo-linolenoyl-GPC , - , - , - , - , PMC5621665b 
 1-palmitoyl-2-linoleoyl-GPC , - , - , - , - , PMC11600117b 
 1-palmitoyl-2-oleoyl-GPC (16:0/18:1) , - , - , Serum , - , PMC10262995 
 1-palmitoyl-2-oleoyl-GPC , - , - , - , - , PMC11600117b 
 1-palmitoyl-2-palmitoleoyl-GPC , - , - , - , - , PMC5621665b 
 1-palmitoyl-GPG , - , - , Plasma , - , PMC11600117b 
 1-palmitoyl-GPI , rice bran , - , fecal , - , PMC10136752 
 1-palmitoylglycerol , - , - , Fecal , - , PMC4455235 
 1-palmitoylglycerophosphate , - , - , Fecal , - , PMC4455235 
 1-palmitoylglycerophosphocholine (16:0) , - , - , - , - , PMC4455235 
 1-palmitoylglycerophosphoethanolamine , - , - , - , - , PMC4455235 
 1-palmitoylglycerophosphoglycerol , - , - , - , - , PMC4455235 
 1-palmitoylglycerophosphoinositol , - , - , Fecal , - , PMC4455235 
 1-Palmitoylplasmenylethanolamine ," Animal protein, Total protein ", - , - , - , PMC10257224 
 1-palmitoylplasmenylethanolamine , - , - , - , - , PMC4455235 
 1-palmityl-2-arachidonoyl-GPC , - , - , - , - , PMC5621665b 
 1-palmityl-2-oleoyl-GPC , - , - , - , - , PMC5621665b 
 1-pentadecanoylglycerol , - , - , - , - , PMC4455235 
 1-pentadecanoylglycerol , common bean , - , - , - , PMC5998778 
 1-Pentadecanoylglycerophosphocholine , - , - , - , - , ID490 
 1-Pentanol , Hazelnuts , - , - , - , ID3750 
 1-Pentanol , Soybean Meal Yogurt , - , - , - , ID3789 
" 1-Pentanone, 1-(2-thienyl)- ", ogi (Goun fermentation procedure) , - , - , - , ID3110 
 1-piperidinecarboxaldehyde ," herbs and spices, pepper (spice) ", - , - , - , PMC6357669 
 1-Propanol , - , - , - , GC×GC-MS/FID , ID3750 
 1-Propenyl propyl disulfide , Onions or Allium-family foods , - , Urine , - , PMC11222465 
 1-ribosyl-imidazoleacetate , Red meat , - , - , - , PMC8072637 
 1-Sinapoyl-2-feruloylgentiobiose , - , - , - , - , ID3974 
 1-Sinapoyl-2-feruloylgentiobiose , - , - , - , - , ID4027 
 1-stearoyl-2-arachidonoyl-GPC ," fish, milk fat, eggs ", - , - , - , PMC11419218 
 1-stearoyl-2-arachidonoyl-GPC , wine , - , plasma ," LC-MS/MS, UPLC-MS/MS ", PMC10673339 
 1-stearoyl-2-dihomo-linolenoyl-GPC , - , - , - , - , PMC5621665b 
 1-stearoyl-2-docosahexaenoyl-GPC , - , - , - , - , PMC5621665b 
 1-stearoyl-2-docosahexaenoyl-GPE , - , - , - , - , PMC5621665b 
 1-stearoyl-2-linoleoyl-GPC , - , - , - , - , PMC5621665b 
 1-stearoyl-2-oleoyl-GPC , - , - , Serum , - , PMC10262995 
 1-stearoyl-2-oleoyl-GPC (18:0/18:1) , - , - , Serum , - , PMC10262995b 
 1-stearoylglycerol , - , - , - , - , PMC4455235 
 1-stearoylglycerol , - , n=6 per group , Serum , Metabolomics analysis , PMC4588459 
 1-stearoylglycerophosphocholine , - , - , - , - , PMC4455235 
 1-stearoylglycerophosphoethanolamine , - , - , - , - , PMC4455235 
 1-stearoylglycerophosphoglycerol , - , - , - , - , PMC4455235 
 1-stearoylglycerophosphoinositol , - , - , - , - , PMC4455235 
 1-stearoylglycerophosphoserine , - , - , - , - , PMC11634715 
 1-stearoylglycerophosphoserine , - , - , - , - , PMC4455235 
 1-Stearoylplasmenylethanolamine , Red and processed meat , - , Serum , - , PMC10940775 
 1-stearoylplasmenylethanolamine , - , - , - , - , PMC4455235 
 1-Tetradecanol , GSE-treated pork patties , - , - , OPLS-DA , ID4579 
 1-Tridecanol TMS , - , - , - , - , ID3750 
 1-Urobilinogen , - , - , - , - , ID537 
 1-[1-enyl-stearoyl]-2-linoleoyl-GPE , - , - , Serum , - , PMC10262995b 
" 1-alpha-Linolenoyl-glycerol-2,3-di-O-glucoside ", Sugarcane rind , - , - , LC-MS/MS , PMC9480494 
 1-alpha-Linolenoyl-glycerol-3-O-glucoside , - , - , - , - , PMC9480494 
 1-alpha-Linolenoyl-glycerol , - , - , - , - , PMC9480494 
" 10,12-Tetradecadiene-4,6-diynoic acid,(E,E)- ", - , - , - , - , PMC9269977 
 10-Formylfolic acid , choy sum , - , freeze-dried choy sum powder ," Folates Quantification (internal standards: ¹³C₅-PteGlu, ¹³C₅-H4folate, ¹³C₅-5-CH₃-H4folate, ¹³C₅-5-CHO-H4folate) ", ID2270 
 10-formyltetrahydropteroylmonoglutamic acid , - , - , Blood cells , - , ID4862 
 10-Heptadecenoate , - , - , - , - , ID490 
 10-Heptadecenoate , Red and processed meat , - , Serum , - , PMC10940775 
 10-heptadecenoate , - , - , Fecal metabolites , - , PMC4455235 
 10-heptadecenoate , Vegetarian diet , - , Plasma , - , ID2948 
 10-heptadecenoate , - , n=6 per group , Serum , Metabolomics analysis , PMC4588459 
 10-Heptadecenoic Acid , Sugarcane rind , - , - , - , PMC9480494 
 10-Hydroxy oleuropein aglycone , - , - , - , LC (15 min) , ID2724 
 10-hydroxy oleuropein aglycone , - , - , - , FLD , PMC5085660b 
 10-hydroxy-12(Z)-octadecenoic acid , - , - , - , - , PMC10618909 
 10-hydroxy-2E-decenoic acid , royal jelly , - , - , - , PMC8110752c 
 10-hydroxy-cis-12-octadeccenoid acid , - , - , - , - , ID1289 
" 10-hydroxy-decene-4,6-diynoic acid sulfate ", Walnut , - , - , - , PMC5728065 
" 10-hydroxy-decene-4,6-diynoic acid sulphate "," Polyphenol-rich foods, whole-grain bread, citrus, soya, walnuts "," 481, 381 "," Fasting spot urine, 24 h urine "," LTQ-FT LC-MS, HPLC-qToF-MS, UHPLC-qTOF-MS ", ID917 
 10-hydroxystearate , - , - , - , - , PMC4455235 
 10-Methylacridone , - , - , - , - , ID4579 
 10-Nonadecenoate , Ratio of unsaturated to saturated fat , - , - , - , ID490 
 10-Nonadecenoate , Red and processed meat , - , Serum , - , PMC10940775 
 10-nonadecenoate , - , - , - , - , PMC4455235 
 10-nonadecenoate , butter , - , Plasma , - , PMC4927065 
 10-nonadecenoate , - , n=6 per group , Serum , Metabolomics analysis , PMC4588459 
 10-nonadecenoate , - , - , - , - , PMC5621665 
 10-Octadecenoic acid , Macrotyloma uniflorum seeds , - , - , GC-MS , ID103 
 10-trans-12-cis-CLA , Salmon , - , Plasma , - , ID5561 
 10-Undecenoate , Butter , - , - , - , ID1115 
 10-Undecenoate ," Butter, cheese, ice cream ", - , - , - , ID1689 
 10-Undecenoate , - , - , - , - , ID490 
 10-undecenoate , Butter , - , serum , LIP , ID958 
 10-undecenoate , Butter , - , - , - , PMC4927065 
 10-Undecenoic acid , Butter , - , - , - , ID927 
 10Z-Heptadecenoic acid ," Cheese, yoghurt ", - , - , - , ID2022 
" 11,12-DiHETrE ", - , - , - , - , PMC5624939 
" 11,13-dihydrolactucin "," lettuce, leafy vegetables ", - , - , - , ID5405 
" 11,14,17-eicosatrienoic acid ", - , - , Plasma , - , ID1314 
" 11,14,17-octadecylglycero-3-phosphocholine ", Dark tea , - , - , - , ID2311 
 11-deoxycorticosterone , - , - , Cecum microbial samples , - , PMC11064513 
 11-deoxycortisol , - , - , Cecum microbial samples , - , PMC11064513 
 11-Deoxygenipic acid isomer , genipap juice , - , - , - , ID5545 
 11-Deoxygenipic acid , Genipap juice , - , - , - , ID5545 
" 11-Eicosenoic acid, methyl ester ", Moringa oleifera seed oil , - , - , - , PMC9506141 
 11-HETE , - , - , - , - , ID3613 
 11-HETE , - , - ," Plasma, Tissue ", UPLC-MS/MS , PMC5624939 
 11-HpODE , - , - , Plasma , - , PMC11416632 
 11-hydroxy-eicosatetraenoic acid , - , - , - , - , ID2061 
 11-Hydroxyeicosatetraenoate glyceryl ester , - , - , - , - , PMC10778572 
 11-ketoetiocholanoloneglucuronide , - , - , - , - , PMC5621665d 
 11-Methyldodecanol , Soybean meal yogurt , - , - , - , ID3789 
 11-Methyltricosane , - , - , - , - , ID3789 
 11-Octadecanoic acid , Sugarcane rind , - , - , - , PMC9480494 
 11-Oxo-androsterone glucuronide , - , - , Urine , - , PMC11222465 
 11-beta-Hydroxyandrosterone-3-glucuronide ," Western diets (2010 DGA, TAD) ", - , Urine , - , PMC11222465 
" 11c,14c-Eicosadienoic acid ", - , - , Plasma , - , ID573 
 12(13)-EpOME , - , - , - , - , PMC4455235 
 12(13)-EpOME , Soybean oil , - , - , - , PMC5624939 
" 12,13(S)-EOTrE ", - , - , - , - , PMC10302879 
" 12,13-Dihydroxyoctadec-9-enoic acid ", Sugarcane rind , - , - , - , PMC9480494 
" 12,13-DiHODE ", - , - , - , - , PMC5624939 
" 12,13-DiHODE ", Soybean oil , - ," Liver, Plasma ", - , PMC5624939b 
" 12,13-DiHOME ", - , - , - , - , PMC4455235 
" 12,13-DiHOME ", - , - , - , - , PMC5624939 
" 12,13-DiHOME ", - , 4-5 mice per group ," Liver, Plasma ", - , PMC5624939b 
" 12,13-dihydroxy-9Z-octadecenoic acid ", - , - , Breast milk , - , ID5209 
" 12,13-dihydroxy-9Z-octadecenoic acid ", - , - , Stool , Shotgun metagenomic sequencing , PMC10618909 
" 12,13-EpOME ", - , - , - , - , PMC10618909 
" 12,13-EpOME ", - , - , Liver , - , PMC5624939b 
" 12,13-Epoxy-9-Octadecenoic Acid ", Sugarcane rind , - , - , - , PMC9480494 
" 12,15-epoxy-13,14-dimethyleicosa-12,14-dienoic acid ", PDO Grana Padano cheese , - , - , - , ID3546 
 12-amino-dodecanoic acid , PDO Grana Padano cheese , - , - , - , ID3546 
 12-Dehydrocholate , Vegetables ,1008, Faecal , - , ID1475 
 12-dehydrocholate , - , 6 samples per group , Fecal , - , PMC4455235 
 12-dehydrocholate , - , - , - , - , PMC5621665d 
 12-Demethylated-8-hydroxygenipinic acid , genipap juice , 16 volunteers ," Urine (6, 12, 24h) ", - , ID5545 
 12-HETE , Soybean oil , - ," Liver, Plasma ", - , PMC5624939 
 12-hydroxy-eicosapentaenoic acid , - , - , - , - , ID2061 
 12-Hydroxydodecanoic acid , Sugarcane , - , Sugarcane rind , LC-MS/MS-based widely targeted lipidomics , PMC9480494 
 12-hydroxyheptadecanoic acid , High-protein diet , - , - , - , PMC10778572 
 12-Ketodeoxycholic acid , - , - , - , - , PMC10778572 
 12-methyltridecanoic acid , - , 6 samples per group , Fecal metabolites , - , PMC4455235 
 12-OPDA , - , - , - , - , PMC10302879 
 12-Oxo-10E-Dodecenoic Acid , Sugarcane rind , - , - , LC-MS/MS , PMC9480494 
 12-Oxo-phytodienoic acid , sugarcane , - , - , - , PMC9480494 
 12-trans-Hydroxy juvenile hormone III , PDO and non-PDO Grana Padano cheeses , - , - , - , ID3546 
 12Z-Hexadecenal , - , - , - , - , ID3546 
" 12beta-hydroxy-24-norcholesta-1,4,22E-trien-3-one ", Hazelnut , - , - , - , ID4036 
" 13(S)-Hydroxyoctadeca-9Z,11E-dienoic acid ", Sugarcane rind , - , - , - , PMC9480494 
 13(S)-HpOTrE , - , - , - , - , PMC10302879 
 13-HODE+ 9-HODE , - , - , - , - , PMC4455235 
 13-HODE+9-HODE , Ultra-processed food , - , Plasma , - , PMC11600117b 
 13-HODE , - , - , - , - , ID2963 
 13-HODE , - , - , - , - , PMC5624939 
 13-HOTrE , - , - , - , - , PMC5624939 
 13-hydroperoxy-octadecadienoic acid , plant oils , - , - , - , PMC10618909 
" 13-Hydroxy-6,9,11-octadecatrienoic acid ", Sugarcane rind , - , - , - , PMC9480494 
" 13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid ", Sugarcane rind , - , - , - , PMC9480494 
 13-hydroxy-octadecadienoic acid , - , - , - , - , PMC10618909 
" 13-Labdene-2,8,15-triol (ent-2a,8a,13E)-form) ", Salmon , - , Plasma , - , ID5561 
 13-Methylmyristic acid , - , - , - , - , ID490 
