Biomarker Name,Food Source,Biological Sample,Analytic Procedure,Literature name
1-arachidonoyl-glycerophosphoethanolamine,-,-,-,PMC6262854b
1-arachidonoyl-GPE (20:4n6),-,blood,-,ID2963
1-arachidonoylglycerol,-,-,-,PMC6262854b
1-arachidonoyl-GPI,-,-,-,PMC8963415
1-arachidonoylglycerophosphocholine,preferred macronutrient intake,-,-,PMC6262854b
1-arachidonoylglycerophosphoethanolamine,fish and seafood,-,-,PMC4927065
"1-beta-D-Ribofuranosyl)-1,4-dihydronicotinamide",-,-,-,PMC8708696
"1-butanol, 2-methyl-",-,-,-,ID3750
1-butanol,-,-,-,ID3750
1-butanone,concentrate-based diets,-,-,ID801
"1-butyl-3,4,5-trihydroxy-cyclohexanol",roots of P. thellungiana,-,-,PMC11847532
1-Caffeoylquinic acid,-,-,-,ID3974
1-Caffeoylquinic acid,-,-,LC/MS,PMC9742474
1-carboxyethylisoleucine,-,-,-,PMC11600117b
1-carboxyethylleucine,-,-,-,PMC11600117b
1-cyclohexene carboxylic acid glycine,Sea buckthorn,-,-,ID900
1-cyclohexene carboxylic acid glycine,-,-,LC/MS,ID97
1-deoxy-sorbitol,-,urine,-,PMC6134285
1-docosahexaenoyl glycerophosphocholine,animal protein,-,-,PMC10257224
1-docosahexaenoyl-GPC (22:6),fish,-,-,ID1197
1-docosahexaenoylglycerol (22:6),"HEI, Mediterranean diet",-,Metabolon platform,ID293
1-docosahexaenoylglycerol (22:6),"total fish intake, dark fish intake",-,-,ID958
1-docosahexaenoylglycerol-phosphocholine,Fish (excluding shellfish),-,-,PMC4144099
1-docosahexaenoylglycerol,"seafood, plant protein foods",-,-,ID490
1-docosahexaenoylglycerol,-,-,-,ID538
1-docosahexaenoylglycerophosphocholine (22:6n-3),animal protein,-,-,PMC10257224
1-docosahexaenoylglycerophosphocholine,-,-,-,ID490
1-docosahexaenoylglycerophosphocholine,Fish,Serum,UPLC-MS/MS,ID900
1-docosahexaenoylglycerophosphocholine,fish,-,-,PMC10940775
1-docosahexaenoylglycerophosphocholine,total and oily fish consumption,"fasted serum/plasma, nonfasted serum",-,PMC11317775
1-docosahexaenoylglycerophosphocholine,"green/leafy vegetables, avocado, seafood",-,-,PMC4927065
1-docosahexaenoylglycerophosphocholine,Fish,-,-,PMC8634495
1-docosahexaenoylglycerophosphoethanolamine,Fish,-,-,PMC10940775
1-eicosatrienoylglycerophosphocholine,Fish intake,-,-,PMC10940775
1-dodecanol,non-alcoholic beverages sum,-,-,ID1022
1-heptacosanol,forage,-,-,ID2300
1-eicosatrienoylglycerophosphocholine,fish and seafood,-,-,PMC4927065
1-Heptadecanoyl-sn-glycero-3-phosphocholine,-,-,-,PMC10778572
"1-hexanol, 2-ethyl-",-,-,-,ID3750
1-hexanol,hazelnut,-,-,ID3750
1-hydroxy phenanthrene,-,urine,-,PMC9560975
1-hydroxy-3-methyl-2-butanone,-,-,-,ID2084
1-hydroxy pyrene,"cigarette smoke, charbroiled and smoked meat or fish",urine,liquid chromatography coupled with tandem mass spectrometry,PMC9560975
1-hydroxyacenaphtene,-,urine,-,PMC6788581
1-hydroxyacenaphtene,-,-,-,PMC10950961
1-hydroxynaphthalene,-,urine,-,PMC10950961
1-hydroxynaphthalene,-,-,solid-phase extraction coupled with liquid chromatography-tandem mass spectrometry,PMC2723216
1-hydroxynaphthalene,-,urine,-,PMC6788581
1-hydroxynaphthalene,-,urine,-,PMC9560975
1-hydroxyphenanthrene,-,urine,-,PMC10950961
1-hydroxyphenanthrene,-,-,solid-phase extraction coupled with liquid chromatography-tandem mass spectrometry,PMC2723216
1-hydroxyphenanthrene,-,urine,-,PMC8296316
1-hydroxypyrene glucuronide,-,-,-,ID971
1-hydroxypyrene-O-glucuronide,"barbecued meat, mate tea",urine,-,PMC6937850c
1-hydroxypyrene,-,-,-,ID5562
1-hydroxypyrene,-,urine,-,PMC10950961
1-hydroxypyrene,-,urine,"incubation with acetate buffer and beta-glucuronidase-aryl sulfatase, extraction with hexane/methyl tert-butyl ether, chromatographic separation using an XTERRA Phenyl column with a mobile phase gradient, detection at specific excitation and emission wavelengths",PMC11418402
1-hydroxypyrene,-,urine,solid-phase extraction coupled with liquid chromatography-tandem mass spectrometry,PMC2723216
1-hydroxypyrene,-,urine,reverse phase high-performance liquid chromatography,PMC2836395
1-hydroxypyrene,-,urine,HPLC-fluorescence,PMC6624838
1-hydroxypyrene,-,urine,-,PMC6788581
1-hydroxypyrene,barbecued meat,urine,-,PMC6937850c
1-hydroxypyrene,-,-,-,PMC7044065
1-hydroxypyrene,-,urine,-,PMC8296316
1-hydroxypyrene,-,urine,-,PMC9603210
1-kestose,-,-,LC/MS Polar,PMC5998778b
1-lignoceroyl-GPC (24:0),-,-,-,PMC10960708
1-linolenoyl-GPA,-,-,LC/MS Neg,PMC5998778b
1-linolenoyl-GPC (18:3),-,blood,-,ID2963
1-linolenoyl-GPC,-,-,LC/MS Pos Late,PMC5998778b
1-linolenoylglycerol,-,-,LC/MS Neg,PMC5998778b
1-linoleoyl-2-linolenoyl-digalactosylglycerol,-,-,-,PMC5998778b
1-linoleoyl-2-linolenoyl-galactosylglycerol,-,-,-,PMC5998778b
1-linoleoyl-2-linolenoyl-Glycerophosphatidic acid,-,-,LC/MS Pos Late,PMC5998778b
1-linoleoyl-2-linolenoyl-GPC,-,-,LC/MS,PMC5998778b
1-linoleoyl-2-oleoylglycerol,-,-,-,PMC10808825
1-linoleoyl-Glycerophosphoserine,-,-,LC/MS Neg,PMC5998778b
1-linoleoyl-GPA,-,-,-,PMC5998778b
1-linoleoyl-GPC,-,-,LC/MS Pos Late,PMC5998778b
1-linoleoyl-GPE (18:2),-,plasma,-,ID2963
1-linoleoyl-GPE,-,-,LC/MS Pos Late,PMC5998778b
1-linoleoyl-GPG,-,-,-,PMC5998778b
1-linoleoyl-GPI,-,-,LC/MS Neg,PMC5998778b
1-linoleoylglycerol,ratio of unsaturated to saturated fat component,-,-,ID490
1-linoleoylglycerol,rice bran,-,-,PMC10136752
1-linoleoylglycerol,-,-,-,PMC5998778b
1-linoleoylglycerol,aMED,-,-,PMC6356665b
1-linoleoylglycerophosphocholine,-,-,-,ID490
1-linoleoylglycerophosphoethanolamine,animal protein,-,-,PMC10257224
1-linoleoylglycerophosphoethanolamine,fish and seafood,-,-,PMC4927065
1-linoleoylglycerophosphoinositol,ratio of unsaturated fatty acid to SFA,serum,-,ID490
1-methoxy-2-propyl acetate,dairy,urine (6 h),-,ID1729
1-methoxy-2-propyl acetate,-,-,-,PMC11327204
1-methoxyindole-3-carbaldehyde,glucobrassicin,-,-,ID3535
1-methyl histidine,meats and milk,plasma,-,PMC10317312
1-Methyl histidine,Meat (general),urine (First Morning Void),-,PMC7745244
"1-methyl-1,4-cyclohexadiene",-,urine,-,PMC5571542
1-Methyl-2-(propan-2-yl)benzene,-,-,-,ID4703
1-Methyl-2-nonyl-4(1H)-quinolinone,-,-,-,ID4579
1-methyl-2-pyridone-5-carboxamide,-,-,-,PMC12532643
1-methyl-3-pyridiniumcarboxylic acid,-,-,-,PMC9343475
1-methyl-4-(1-methylethenyl)-cyclohexene,-,-,-,PMC5571542
1-methyl-4-imidazoleacetate,-,-,-,PMC11600117b
1-methyl-histidine,animal protein; fish; meat; poultry; red meat,urine,-,PMC4763486
1-methyladenine,-,-,LC/MS Pos Early,PMC5998778b
1-methyladenoside,-,-,-,PMC10135468
1-Methylene-1H-indene,-,-,-,ID4703
1-methylguanidine,-,-,LC/MS Pos Early,PMC5998778b
1-methylguanine,-,-,-,PMC11600117b
1-methylguanosine,-,-,-,PMC10135468
1-methylguanosine,-,-,-,PMC11600117b
1-methylhistamine,"ultra-processed foods, western-style diet, Mediterranean-style diet",-,-,PMC11600117
1-methylhistidine,"meat intake (including red meat and chicken), animal protein intake, salmon intake","24-hour urine samples, Spot and morning urine samples",-,ID1001
1-methylhistidine,meat,-,-,ID1169
1-methylhistidine,meat,-,-,ID1188
1-methylhistidine,"chicken, turkey, beef, all meats including red meat, poultry, pork",urine,-,ID1195
1-methylhistidine,oily fish and chicken,urine,-,ID1717
1-methylhistidine,"salmon, meat, chicken, fish",-,-,ID2103
1-methylhistidine,meat,urine,-,ID2291
1-methylhistidine,-,P,nt-ms,ID248
1-methylhistidine,meat,urine,1H NMR metabolite profiling,ID2887
1-methylhistidine,-,-,-,ID4131
1-Methylhistidine,"meat intake, particularly red meat and poultry",Urinary,liquid chromatography linked tandem MS,ID494
1-methylhistidine,"meat, red meat, foods of animal origin",urine,"ion exchange chromatography technique involving protein precipitation with sulfosalicylic acid, separation of the amino acids on a cation exchange column under acidic conditions, followed by treatment with ninhydrin, which reacts with the primary or secondary amino groups to form colored derivatives that are detected colorimetrically at 440/570 nm",ID430
1-methylhistidine,"meat, salmon",urine,flow injection electrospray-MS fingerprinting,ID53
1-methylhistidine,"meat, oily fish",urine,-,ID5472
1-methylhistidine,"salmon, oily fish",urine,-,ID5494
1-methylhistidine,cod,plasma,-,ID683
1-methylhistidine,-,-,HILIC columns,ID769
1-methylhistidine,"salmon, red meat",urine,targeted analysis,ID855
1-methylhistidine,red meat,urine (24 h),-,ID879
1-Methylhistidine,high-meat diet,urine,1H NMR spectroscopy,ID900
1-methylhistidine,meat and fish,urine,-,ID903
1-Methylhistidine,-,-,-,ID917
1-methylhistidine,-,-,-,ID971
1-methylhistidine,meat,urine,Targeted metabolic analyses,ID986
1-methylhistidine,ACNs from mixed dishes,-,-,PMC10005166
1-methylhistidine,meat,-,-,PMC10146414
1-methylhistidine,meat,urine,ESI+,PMC12532643
1-methylhistidine,"Herring, mackerel","Plasma, 24-h urine, Spot urine","GC-MS, IEX chromatography, FT-ICR-MS",PMC11327204
1-methylhistidine,meat,-,-,PMC3581614
1-methylhistidine,-,-,-,PMC5621665b
1-methylhistidine,meat,urine,-,PMC5975465
1-methylhistidine,meat and fish,-,-,PMC6288641
1-methylhistidine,meat,urine,-,PMC6937850c
1-methylhistidine,"meat intake, particularly red meat and poultry",Urinary,liquid chromatography linked tandem MS,PMC6461718
1-methylhistidine,"chicken, meat",-,-,PMC7138659
1-methylhistidine,meat,plasma,-,PMC8033144
1-methylhistidine,shellfish,-,-,PMC8634495
1-methylhistidine,"cod, salmon, animal protein","plasma, urine",liquid chromatography combined with tandem mass spectrometry,PMC9899720
1-methylimidazoleacetate,-,-,-,PMC5998778b
1-Methylnicotinamide,-,-,-,ID1032
1-methylnicotinamide,-,urine,-,ID903
1-methylnicotinamide,rice bran,fecal,-,PMC10136752
1-methylnicotinamide,polished rice,-,-,PMC10733476
1-methylnicotinamide,-,-,-,PMC10900193
1-methylnicotinamide,fish,-,-,PMC11261406
1-methylnicotinamide,-,-,-,PMC11600117b
1-methylnicotinamide,poultry,-,-,PMC12297984
1-methylnicotinamide,-,-,-,PMC12338582
1-methylnicotinamide,-,urine,"UPLC-TOFMS, NMR-based metabolomics, MSMS",PMC2084472
1-methylnicotinamide,-,urine,1H NMR metabolic profiling,PMC5346407
1-methylnicotinamide,-,-,-,PMC5621665b
1-methylnicotinamide,-,urine,-,PMC9109602
1-methylsulfinylbutenyl isothiocyanate,-,-,-,ID3535
1-methyluracil,-,-,-,ID971
1-methylurate,-,-,-,ID1186
1-methylurate,coffee,-,-,ID1197
1-methylurate,-,-,-,ID958
1-methylurate,-,-,-,PMC11600117b
1-methylurate,coffee,-,-,PMC4051875
1-methylurate,-,-,-,PMC8634495
1-methyluric acid,-,-,-,ID1001
1-Methyluric acid,-,-,-,ID1032
1-methyluric acid,filtered coffee,plasma,-,ID1952
1-methyluric acid,cocoa,-,-,ID900
1-Methyluric acid,-,-,-,PMC10021015b
1-methyluric acid,-,-,-,PMC10074169
1-methylxanthine,Coffee,24-hour urine,-,ID1001
1-methylxanthine,desserts,-,-,ID1186
1-methylxanthine,coffee,-,-,ID1197
1-methylxanthine,-,-,nt-ms,ID248
1-methylxanthine,Coffee,Serum; Urine,UPLC-MS/MS; UPLC-qTOF-MS,ID900
1-methylxanthine,Greens; Red meat,-,-,ID917
1-methylxanthine,caffeinated coffee,-,-,ID958
1-methylxanthine,-,urine,high-performance liquid chromatography-polarity switching electrospray ionization-tandem quadrupole mass spectrometry,PMC10074169
1-Methylxanthine,-,-,-,PMC11475530
1-methylxanthine,Coffee,-,-,PMC4144099
1-methylxanthine,coffee,-,-,PMC4051875
1-methylxanthine,Coffee,-,-,PMC5728065
1-methylxanthine,coffee,-,-,PMC4927065
1-methylxanthine,-,-,-,PMC9343475
1-methylxanthine,coffee,-,-,PMC8634495
1-monopalmitin,"Lipids, mainly phospholipids and lysophospholipids",-,-,PMC6356665b
1-myristoleoylglycerophosphocholine,-,-,-,ID490
1-myristoleoylglycerophosphocholine,aMED,-,-,PMC6356665b
1-myristoylglycerol,-,-,-,ID490
1-myristoylglycerol,-,-,LC/MS Neg,PMC5998778b
1-O-b-gentiobiosyl ester,"chestnut honey, linden honey",-,-,ID1944
1-O-beta-D-galloyl glucose,-,-,-,ID3099
1-O-Caffeoyl-(6-O-glucosyl)-beta-D-glucose,-,-,-,PMC11031806
1-O-Caffeoyl-beta-D-glucose,-,-,-,PMC11031806
1-O-Feruloyl-beta-D-glucose,-,-,-,PMC11031806
1-O-p-Coumaroyl-beta-D-glucose,-,-,-,PMC11031806
1-O-Sinapoyl-beta-D-glucose,-,-,-,PMC11031806
1-octanol,raw hazelnuts,-,-,ID3750
1-octen-3-ol,soy-based drink,6 h urine pool,-,ID1729
1-octen-3-ol,-,-,-,PMC11327204
1-octene,-,-,-,ID2279
1-oleoyl-2-linoleoyl-GPA,-,-,-,PMC5998778b
1-oleoyl-2-linoleoyl-GPC,-,-,-,PMC5998778b
1-oleoyl-2-linoleoyl-GPE,-,-,-,PMC5998778b
1-oleoyl-2-linoleoyl-GPI,-,-,LC/MS Polar,PMC5998778b
1-oleoyl-GPA,-,-,LC/MS Neg,PMC5998778b
1-oleoyl-GPC,-,-,-,PMC10262995
1-oleoyl-GPC,-,-,LC/MS Pos Late,PMC5998778b
1-oleoyl-GPE (18:1),-,-,-,ID2963
1-oleoyl-GPE,-,-,LC/MS Pos Late,PMC5998778b
1-oleoyl-GPG,-,livers,-,ID2880
1-oleoyl-GPG,-,-,-,PMC5998778b
1-oleoyl-GPI,-,-,LC/MS Neg,PMC5998778b
1-oleoyl-GPS,-,livers,-,ID2880
1-oleoylglycerol,rice bran,-,-,PMC10136752
1-oleoylglycerol,-,-,LC/MS Neg,PMC5998778b
1-oleoylglycerophosphoethanolamine,fish and seafood,-,-,PMC4927065
1-oleoylglycerophosphoinositol,-,serum,-,ID490
1-palmitoleoyl-2-linolenoyl-GPC,-,-,LC/MS Pos Late,PMC5998778b
1-palmitoleoyl-GPC,-,-,LC/MS Pos Late,PMC5998778b
1-palmitoleoylglycerol,-,-,-,PMC5998778b
1-palmitoleoylglycerophosphoethanolamine,ratio of unsaturated to saturated fat component of the HEI-2010,-,-,ID490
1-palmitoleoylglycerophosphoinositol,ratio of polyunsaturated to saturated and trans fat component of the Baltic Sea Diet,-,-,ID490
1-palmitoyl-2-alpha-linolenoyl-GPC,-,-,LC/MS Pos Late,PMC5998778b
1-palmitoyl-2-arachidonoyl-GPC,-,-,-,PMC11419218
1-palmitoyl-2-arachidonoyl-GPE,-,-,LC/MS Pos Late,PMC5998778b
1-palmitoyl-2-linolenoyl-digalactosylglycerol,-,-,-,PMC5998778b
1-palmitoyl-2-linolenoyl-galactosylglycerol,-,-,-,PMC5998778b
1-palmitoyl-2-linolenoyl-GPA,-,-,-,PMC5998778b
1-palmitoyl-2-linoleoyl-digalactosylglycerol,-,-,-,PMC5998778b
1-palmitoyl-2-linoleoyl-galactosylglycerol,-,-,-,PMC5998778b
1-palmitoyl-2-linoleoyl-Glycerophosphoglycerol,-,-,LC/MS Polar,PMC5998778b
1-palmitoyl-2-linoleoyl-Glycerophosphoinositol,-,-,LC/MS Polar,PMC5998778b
1-palmitoyl-2-linoleoyl-GPA,-,-,-,PMC5998778b
1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),-,-,-,PMC11600117b
1-palmitoyl-2-linoleoyl-GPC,-,-,LC/MS Pos Late,PMC5998778b
1-palmitoyl-2-linoleoyl-GPE,-,-,LC/MS Pos Late,PMC5998778b
1-palmitoyl-2-oleoyl-Glycerophosphoethanolamine,-,-,-,PMC5998778b
1-palmitoyl-2-oleoyl-GPC (16:0/18:1),-,Lipid,-,PMC11600117b
1-palmitoyl-2-oleoyl-GPC,-,-,-,PMC10262995
1-palmitoyl-2-oleoyl-GPC,-,-,LC/MS Pos Late,PMC5998778b
1-palmitoyl-2-oleoyl-GPI,-,-,LC/MS Polar,PMC5998778b
1-palmitoyl-2-palmitoleoyl-GPC,-,-,LC/MS Pos Late,PMC5998778b
1-palmitoyl-2-stearoyl-GPC,-,-,LC/MS Pos Late,PMC5998778b
1-palmitoyl-GPA,-,-,LC/MS Neg,PMC5998778b
1-palmitoyl-GPC,-,-,LC/MS Pos Late,PMC5998778b
1-palmitoyl-GPG (16:0),-,-,-,PMC11600117b
1-palmitoyl-GPE,-,-,LC/MS Pos Late,PMC5998778b
1-palmitoyl-GPI,rice bran,-,-,PMC10136752
1-palmitoyl-GPG,-,-,LC/MS Neg,PMC5998778b
1-palmitoyl-GPI,-,-,LC/MS Neg,PMC5998778b
1-palmitoylglycerol,-,-,LC/MS Neg,PMC5998778b
1-palmitoylplasmenylethanolamine,animal protein; total protein,-,-,PMC10257224
1-pentadecanoylglycerol,ratio of unsaturated to saturated fat component of the HEI-2010,-,-,ID490
1-pentadecanoylglycerol,-,-,LC/MS Neg,PMC5998778b
1-pentadecanoylglycerophosphocholine,limit solid fats and added sugars component of the HEI-2010; ratio of unsaturated to saturated fat component of the HEI-2010,-,-,ID490
1-pentanol,-,-,-,ID3750
"1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepine-7,8-diol",kiwifruit,-,"Hilic(+), T3(-)",PMC12581342
"1-propanol, 2-methyl-",-,-,-,ID3750
1-propanol,raw hazelnuts,-,-,ID3750
1-ribosyl-imidazoleacetate,-,-,-,PMC8072637
1-Sinapoyl-2-feruloylgentiobiose,-,-,-,ID3974
1-sinapoyl-2-feruloylgentiobiose,-,-,-,ID4027
1-stearoyl-2-arachidonoyl-GPC,-,-,-,PMC11419218
1-stearoyl-2-linoleoyl-GPE,-,-,LC/MS Pos Late,PMC5998778b
1-stearoyl-2-oleoyl-GPC,-,-,-,PMC10262995
1-stearoyl-2-oleoyl-GPC,-,-,LC/MS Pos Late,PMC5998778b
1-stearoyl-2-oleoyl-GPE,-,-,LC/MS Pos Late,PMC5998778b
1-stearoyl-GPC,-,-,LC/MS Pos Late,PMC5998778b
1-stearoyl-GPE,-,-,LC/MS Pos Late,PMC5998778b
1-stearoyl-GPG,-,-,LC/MS Neg,PMC5998778b
1-stearoyl-GPI,-,-,LC/MS Neg,PMC5998778b
1-stearoylglycerol,-,-,-,PMC4588459
1-stearoylplasmenylethanolamine,red and processed meat,serum,-,PMC10940775
1-Tetradecanol,-,-,-,ID4579
10:0 FA,butter,serum,MSI-NACE-MS,ID1496
"10,16-dihydroxyhexadecanoic",apple,-,-,PMC10709258
10-formyl-THF,-,-,-,PMC9369357
10-formylfolic acid,-,-,-,ID2270
10-formyltetrahydropteroylmonoglutamic acid,-,blood cells,sonication,ID4862
10-heptadecanoic acid,-,-,-,ID452
10-heptadecenoate,-,-,-,ID2880
10-heptadecenoate,-,serum,-,ID3409
10-heptadecenoate,ratio of unsaturated to saturated fat component of the HEI-2010,-,-,ID490
10-heptadecenoate,-,plasma,-,PMC10317312
10-heptadecenoate,-,-,-,PMC4588459
10-heptadecenoate,Red and processed meat,-,-,PMC10940775
10-heptadecenoate,-,"plasma, urine",-,PMC5621665
10-heptadecenoate,-,-,-,PMC5998778b
10-hydroxy oleuropein aglycone,-,-,-,ID2724
10-hydroxy oleuropein aglycone,-,-,FLD,PMC5085660b
10-hydroxy-12(Z)-octadecenoic acid,-,-,-,PMC10618909
10-hydroxy-2E-decenoic acid,royal jelly,larvae; larval food,GC-MS,PMC8110752c
10-hydroxy-cis-12-octadeccenoid acid,-,-,-,ID1289
10-hydroxy-cis-12-octadecenoic acid,-,-,-,ID959
"10-Hydroxy-decene-4,6-diynoic acid sulfate",nuts,-,MSn fragmentation,ID5536
"10-Hydroxy-decene-4,6-diynoic acid sulfate",-,-,-,ID900
"10-hydroxy-decene-4,6-diynoic acid sulfate",Walnut,-,-,PMC5728065
"10-hydroxy-decene-4,6-diynoic acid sulphate",-,-,-,ID917
"10-hydroxydecene-4,6-diynoic acid sulfate",nut,urine,-,ID2103
10-Methylacridone,-,-,-,ID4579
10-nonadecenoate,-,-,-,ID2880
10-nitrolinoleic acid,-,-,-,PMC7696221
10-nonadecenoate,-,-,-,ID490
10-nonadecenoate,-,-,-,ID3409
10-nonadecenoate,red and processed meat,serum,-,PMC10940775
10-nonadecenoate,SRFB; nuts and peanut butter,-,-,PMC4051875
10-nonadecenoate,-,-,-,PMC4588459
10-nonadecenoate,butter,plasma,-,PMC4927065
10-nonadecenoate,-,-,-,PMC5998778b
"10-trans-12-cis-CLA [(10E,12Z)-octadeca-10,12-dienoic acid)]",-,-,-,PMC10808825
10-undecenoate (11:1n-1),butter,serum,-,ID958
10-undecenoate (11:1n-1),Butter,-,-,PMC4144099
10-undecenoate,butter,-,-,ID1197
10-undecenoate,Baltic Sea Diet (BSD) ratio of polyunsaturated to saturated and trans fat component (P:ST),-,-,ID490
10-undecenoate,Butter,Serum,UPLC-MS/MS,ID900
10-undecenoate,dairy fat,-,-,PMC10377267
10-undecenoate,butter,-,-,PMC4927065
10-undecenoate,dairy fat,-,-,PMC5525118
10-undecenoate,-,"plasma, urine",-,PMC5621665
10-undecenoic acid,butter,-,-,PMC8634495
10Z-heptadecenoic acid,cheese and yoghurt,-,-,ID2022
"11,12-DiHETrE",-,-,-,PMC5624939
"11,12-EpETrE",-,-,-,PMC12303720
"11,13-dihydrolactucin",lettuce,-,-,ID5405
"11,14-eicosadienoic acid",-,-,-,ID452
11-deoxycorticosterone,-,-,-,PMC11064513
11-deoxycortisol,-,-,-,PMC11064513
11-deoxygenipic acid isomer,genipap juice,-,-,ID5545
11-deoxygenipic acid,genipap juice,-,-,ID5545
11-HETE,-,-,13 oxylipin assay,ID2061
11-HETE,-,-,-,PMC12303720
11-HETE,-,-,-,PMC5624939
11-HpODE,-,-,-,PMC11416632
11-Hydroxyeicosatetraenoate glyceryl ester,higher-protein-fed group,-,-,PMC10778572
11-hydroxyprogesterone-glucuronide,-,-,-,PMC8742028
11-oxoETE,-,-,-,PMC4030715
"11beta,13-Dihydrolactucopicrin",-,-,-,ID3954
11beta-hydroxyandrosterone glucuronide,-,-,-,PMC11600117b
"11c,14c-eicosadienoic acid",-,-,-,PMC8277434
11Z-Eicosenal,-,-,-,ID3546
12:0 cholesteryl ester,-,-,-,ID3232
12:0 FA,-,adipose tissue,-,PMC4763486
12(13)-EpOME,-,-,-,PMC5624939
12(Z)-10-HOME,-,-,-,PMC10618909
"12,13 diHOME",-,-,-,ID3409
"12,13(S)-EOTrE",-,-,-,PMC10302879
"12,13-DiHDPE",soybean oil,liver,-,PMC5624939b
"12,13-DiHOME",-,-,-,ID318
"12,13-DiHOME",-,"breast milk, feces",-,ID5209
"12,13-DiHOME",-,"neonatal faeces, stool",shotgun metagenomic sequencing,PMC10618909
"12,13-DiHOME","pea starch, tapioca starch",-,-,PMC12281987
"12,13-DiHOME",-,liver,-,PMC5624939b
"12,13-DiHOME",-,-,-,PMC5998778b
"12,13-dihydroxy-9-octadecenoic acid",legume,-,-,ID318
"12,13-dihydroxy-9Z-octadecenoic acid",Linoleic acid,"breast milk, feces",-,ID5209
"12,13-dihydroxy-9Z-octadecenoic acid",-,stool,shotgun metagenomic sequencing,PMC10618909
"12,13-EpOME",-,-,-,PMC10618909
"12,13-EpOME",-,-,-,PMC5624939
"12,13-EpOME",-,-,-,PMC5624939b
"12,13-epoxy-9-keto-10(trans)-octadecenoic acid",-,liver,-,PMC5624939b
"12,13-epoxy-9-oxo-10-trans-octadecenoic acid",-,-,-,PMC4030715
"12,15-epoxy-13,14-dimethyleicosa-12,14-dienoic acid",-,-,-,ID3546
12-amino-dodecanoic acid,-,-,-,ID3546
12-dehydrocholate,Vegetables,faecal samples,-,ID1475
12-dehydrocholate,-,-,-,PMC11600117b
12-demethylated-8-hydroxygenipinic acid,genipap juice,-,-,ID5545
12-HEPE,-,-,13 oxylipin assay,ID2061
12-HEPE,-,-,-,PMC5624939
12-HETE,high VA group,-,-,PMC12303720
12-HETE,-,-,-,PMC5624939
12-hydroxyheptadecanoic acid,-,-,-,PMC10778572
12-hydroxyjasmonoylglucoside,V. faba,-,-,ID1387
12-Ketodeoxycholic acid,-,-,-,PMC11544950
12-Ketodeoxycholic acid,-,-,-,PMC10778572
12-OPDA,-,-,-,PMC10302879
12-oxoETE,-,-,-,PMC4030715
12-trans-Hydroxy juvenile hormone III,-,-,-,ID3546
"12beta-hydroxy-24-norcholesta-1,4,22E-trien-3-one",-,-,-,ID4036
12Z-Hexadecenal,-,-,-,ID3546
13 cis beta-carotene,-,Plasma,-,ID4954
13(S)-HpOTrE,-,-,-,PMC10302879
13-cis-4-hydroxy-RA,dietary vitamin A,Caco-2 cells,HPLC-UV,ID1796
13-HOTrE,-,-,-,PMC5624939
13-cis-RA,dietary vitamin A,-,-,ID1796
13-HpODE,linoleic acid,-,-,PMC10618909
13-HOTrE,-,"liver, plasma","metabolomics, primary metabolites, complex lipids, oxylipins",PMC5624939b
13-hydroperoxy-octadecadienoic acid,-,-,-,PMC10618909
13-hydroxy-octadecadienoic acid,linoleic acid,-,-,PMC10618909
13-hydroxyoctadecadienoic acid,-,-,-,PMC10673339
"13-Labdene-2,8,15-triol (ent-2a,8a,13E)-form)",-,-,-,PMC10808825
13-methylmyristic acid,limit solid fats and added sugars component of the HEI-2010; ratio of unsaturated to saturated fat component of the HEI-2010,-,-,ID490
"13-O-beta-D-glucopyranosido-uronic acid-1,2-dihydro-1,2-dihydroxy-6E,10E-apo-13-geranyllinalool-13-oate",-,-,"HPLC-ELSD, HRMS, MS/HRMS, MS/MS/HRMS, 1H NMR, 13C NMR",ID1091
"13-O-beta-d-glucopyranosido-uronic acid-1,2-dihydro-1,2-dihydroxy-6E,10E-apo-13-geranyllinalool-13-oate",red bell pepper,urine,HPLC-MS/MS,ID1353
"13-Oxo-9E,11E-octadecadienoic acid",-,-,-,PMC11816373
13-Oxo-ODE,-,-,-,PMC11816373
13-oxoODE,-,-,-,PMC4030715
13-OxoODE,linoleic acid (LA),-,-,PMC9917168
13C6-GlcNAc,-,serum,targeted mass-spectrometry,PMC4789752b
13Z-beta-carotene,-,-,external standard curve,ID324
14:0 FA,fullfat dairy,-,-,ID1496
14:0 FA,thraustochytrid-fed krill,-,-,ID1532
14:0 FA,-,-,-,ID1663
14:0 FA,-,-,-,ID1970
14:0 FA,-,-,-,ID327
14:0 FA,N. cornicina larvae,gut contents,-,PMC3251646
14:0 FA,-,-,-,PMC4763486
14:0 FA,-,-,ANOVA,PMC7333955
14:1 Cholesteryl ester,-,-,-,ID3812
14(15)-dihydroxyicosatrienoic acid,-,-,13 oxylipin assay,ID2061
"14,15-DiHETE",-,-,-,PMC5624939
"14,15-DiHETrE",-,-,-,PMC5624939
14-deoxygenipinic acid,genipap juice,-,-,ID5545
15:0 Cholesteryl ester,-,-,-,ID3812
15:0 FA,-,-,-,ID105
15:0 FA,bacteria,-,-,ID1436
15:0 FA,-,plasma,-,ID1663
15:0 FA,"dairy fat, total dairy product, total amount of fat from milk products","subcutaneous tissue, serum cholesterol esters",-,ID180
15:0 FA,-,-,-,ID1970
